名稱,統編,住址,網址,,,,,,,,
聯夏食品工業股份有限公司,80677588,臺北市中正區仁愛路1段22號6樓,http://gcis.nat.g0v.tw/id/80677588,,,,,,●,●,
今達食品有限公司,23911894,新北市五股區四維路142巷14弄8號,http://gcis.nat.g0v.tw/id/23911894,●,●,●,,,,,
今今食品股份有限公司,80611377,新北市五股區興珍里四維路142巷15、16號,http://gcis.nat.g0v.tw/id/80611377,●,●,●,,●,●,●,●
味王股份有限公司,07067309,臺北市中山區聚盛里中山北路2段79號5樓,http://gcis.nat.g0v.tw/id/07067309,,,,,,,●,
國防部福利事業管理處,,,,●,●,●,,,,,
正苗有限公司,29113361,苗栗縣後龍鎮新民里4鄰東社34-4號1樓,http://gcis.nat.g0v.tw/id/29113361,●,,,●,●,,,
高正食品有限公司,,,,●,●,●,●,●,●,●,●
高正食品有限公司,,,,,,●,●,●,●,●,
遠百企業股份有限公司,05714195,新北市板橋區四川路1段389號,http://gcis.nat.g0v.tw/id/05714195,●,●,●,●,●,●,●,●
茹美食品有限公司,16077124,新北市板橋區國慶路二七號,http://gcis.nat.g0v.tw/id/16077124,●,●,,,,,,
百哄股份有限公司,,,,●,●,,,,,,
今點股份有限公司,,,,●,,,,,,,
鴻福食品工廠有限公司,34440941,新北市板橋區金門街369巷65號,http://gcis.nat.g0v.tw/id/34440941,●,●,,,,,,
劉家肉粽股份有限公司,27439784,新北市石門區中央路30號1樓,http://gcis.nat.g0v.tw/id/27439784,,,●,,,,,
親民食品工廠有限公司,,,,,,●,,,,,
泰龍食品有限公司,,,,,●,,●,●,●,●,
味都股份有限公司,23615839,新北市新莊區雙鳳路107號6樓,http://gcis.nat.g0v.tw/id/23615839,,,,●,●,,,
長利林實業有限公司,16903406,新北市中和區國光街209號,http://gcis.nat.g0v.tw/id/16903406,●,●,●,●,●,●,●,●
錦泰什量行,,,,●,●,,,,,,
維格餅家股份有限公司,80490319,臺北市大同區承德路3段27號,http://gcis.nat.g0v.tw/id/80490319,,●,●,●,●,,,
手日嘉國際有限公司,,,,,,,●,●,,,
瑋登有限公司,96898448,新北市永和區永亨路一七三號三樓,http://gcis.nat.g0v.tw/id/96898448,●,,,,,,,
升源食品有限公司,86130827,臺北市信義區崇德街146巷4號1樓,http://gcis.nat.g0v.tw/id/86130827,,●,●,●,●,,,
長穎有限公司,,,,●,,,,,,,
義美食品股份有限公司,11768704,臺北市大同區延平北路2段31號1樓,http://gcis.nat.g0v.tw/id/11768704,,,,●,●,●,,
晉承實業有限公司,28808504,新北市蘆洲區民生街19號5樓,http://gcis.nat.g0v.tw/id/28808504,,,●,●,●,,,
聯萬有限公司,27866651,新北市五股區成泰路1段189巷18號1樓,http://gcis.nat.g0v.tw/id/27866651,●,●,●,,,,,
將荃國際貿易有限公司,,,,●,●,●,●,●,●,●,●
東逸企業股份有限公司八堵物流中心,,,,●,●,●,●,●,●,●,●
飛麥食品有限公司,27818949,新北市新莊區建國二路23號,http://gcis.nat.g0v.tw/id/27818949,,●,●,●,,,,
良晟食品股份有限公司,16338535,桃園縣八德市永豐路236巷12號,http://gcis.nat.g0v.tw/id/16338535,,,,,●,●,●,
力可企業有限公司,47223615,新竹縣竹北市白地里中正西路1556號1樓,http://gcis.nat.g0v.tw/id/47223615,●,●,●,●,●,●,●,
鴻裕食品有限公司,12926575,新北市八里區頂罟里博物館路三一號二樓,http://gcis.nat.g0v.tw/id/12926575,,●,,,,,,
家擂股份有限公司,,,,,,●,●,●,●,●,
振來實業有限公司,70490275,新北市三重區重陽里民生街88號3樓,http://gcis.nat.g0v.tw/id/70490275,●,●,●,●,●,●,●,●
嘉元食品有限公司,,,,,●,●,,,,,
家福股份有限公司,,,,●,●,●,●,●,●,●,●
晉懋行,09760071,新竹縣竹北市中興里福興東路二段１２６號5樓,http://gcis.nat.g0v.tw/id/09760071,●,●,,,,,,
洸瑞企業有限公司,,,,●,,,,,,,
惠康百貨股份有限公司,22662257,臺北市士林區華齡街175號2樓,http://gcis.nat.g0v.tw/id/22662257,●,,,,,,,
誌誠興業有限公司,,,,●,●,●,●,●,●,●,
醇峰企業有限公司,86037771,臺北市北投區中央南路1段102巷10號2樓,http://gcis.nat.g0v.tw/id/86037771,●,●,,,,,,
南僑化學工業股份有限公司,07305506,臺北市大同區延平北路4段100號,http://gcis.nat.g0v.tw/id/07305506,●,,,,,,,
信好食品廠,02296964,新北市汐止區大同路１段３３７巷１６弄１８號１樓,http://gcis.nat.g0v.tw/id/02296964,,●,,,,,,
生豐有限公司,53733159,臺北市中山區南京東路1段25號10樓之3,http://gcis.nat.g0v.tw/id/53733159,●,●,,,,,,
大潤發流通事業(股)公司土城分公司,,,,●,●,●,●,●,●,●,●
大潤發流通事業(股)公司南湖分公司,,,,●,●,●,●,●,●,●,●
大潤發流通事業(股)公司內湖分公司,,,,●,●,●,●,●,●,●,●
大潤發流通事業(股)公司新店分公司,,,,●,●,●,●,●,●,●,●
大潤發流通事業(股)公司中和分公司,,,,●,●,●,●,●,●,●,●
潤泰全球(股)公司中和分公司,,,,●,●,●,●,●,●,●,●
永誠工業股份有限公司,03150404,臺北市大安區東豐街23號1樓,http://gcis.nat.g0v.tw/id/03150404,●,●,●,●,●,,,
潤泰創新國際股份有限公司中崙分公司,,,,●,●,●,●,●,●,●,●
益欣食品股份有限公司,84527746,宜蘭縣宜蘭市梅洲里梅洲二路122號,http://gcis.nat.g0v.tw/id/84527746,●,,,,,,,
北區食品有限公司,86842059,,http://gcis.nat.g0v.tw/id/86842059,●,●,●,,,,,
大業食品有限公司,80041284,新北市泰山區同興里仁愛路6巷36號9樓,http://gcis.nat.g0v.tw/id/80041284,●,,,,,,,
嬅妮食品有限公司,22346153,新北市蘆洲區永樂街26巷30號2樓,http://gcis.nat.g0v.tw/id/22346153,●,,,,,,,
彰益有限公司,,,,●,●,●,●,●,●,●,●
珍品軒食品有限公司,24394588,新北市中和區中原里立德街112號地下一層,http://gcis.nat.g0v.tw/id/24394588,,,,●,●,●,,
味全食品工業股份有限公司,11347802,臺北市中山區松江路125號,http://gcis.nat.g0v.tw/id/11347802,●,●,●,●,●,●,,
鼎正有限公司,84384542,新北市新莊區壽山路33之22號,http://gcis.nat.g0v.tw/id/84384542,●,●,●,●,●,,,
和享味食品有限公司,,,,●,●,,,,,,
宇家香實業有限公司,27899999,新北市樹林區中山路2段151巷23號,http://gcis.nat.g0v.tw/id/27899999,●,,●,●,●,,,
健驊有限公司,80676461,新北市板橋區大觀里僑中二街88巷6之4號,http://gcis.nat.g0v.tw/id/80676461,●,,,,,,,
富信食品有限公司,,,,●,,,,,,,
高立展業有限公司,00833117,彰化縣員林鎮山腳路四段三七巷三三二號,http://gcis.nat.g0v.tw/id/00833117,●,,,,,,,
同正食品有限公司,22291431,新北市三重區仁賢街43號,http://gcis.nat.g0v.tw/id/22291431,●,●,●,●,●,●,●,●
添益行,,,,,,,●,,,,
松青商業股份有限公司,22318255,臺北市內湖區民權東路6段296巷20號,http://gcis.nat.g0v.tw/id/22318255,●,●,●,●,●,●,●,●
祥饌商業股份有限公司,,,,●,,,,,,,
沙山食品有限公司,16754898,臺北市大安區復興南路2段151巷8號4樓之5,http://gcis.nat.g0v.tw/id/16754898,●,●,●,●,●,●,●,●
三商行股份有限公司,,,,,,,●,●,●,●,
九裕汽車貨運有限公司,12741789,新北市中和區民有里民有街76號1樓,http://gcis.nat.g0v.tw/id/12741789,●,●,,,,,,
勝達火腿食品工業股份有限公司,23538995,桃園縣龜山鄉兔坑村茶專路232號,http://gcis.nat.g0v.tw/id/23538995,,,●,●,●,●,●,
華信食品工業有限公司,,,,●,,,,,,,
乾坤食品有限公司,86282529,新北市汐止區中興里中興路129號2樓,http://gcis.nat.g0v.tw/id/86282529,●,●,,●,,,,
台灣伊藤忠股份有限公司,97175005,臺北市中正區忠孝西路1段4號16樓,http://gcis.nat.g0v.tw/id/97175005,●,●,●,●,●,,,
陳金龍,,,,●,●,●,●,,,,
柏豐糧食行,02074061,新北市泰山區泰林路２段１２８號１樓,http://gcis.nat.g0v.tw/id/02074061,●,●,●,,,,,
聯合利華股份有限公司,,,,●,●,●,,,,,
禮莊食品企業有限公司,,,,●,,,,,,,
農貿食品有限公司,27617393,新北市三重區光復路1段61巷25弄1號,http://gcis.nat.g0v.tw/id/27617393,●,,,,,,,
正益食品廠有限公司,04777101,臺北市內湖區新明路321巷15號,http://gcis.nat.g0v.tw/id/04777101,●,,,,,,,
東新商行,,,,●,,,,,,,
品順有限公司,89239998,新北市汐止區汐萬路1段246號,http://gcis.nat.g0v.tw/id/89239998,●,●,●,●,,,,
誠成食品有限公司,,,,,,●,●,●,●,●,
聖興軒食品有限公司,13043761,新北市中和區南山路86號1樓,http://gcis.nat.g0v.tw/id/13043761,●,,,,,,,
李坤憲,,,,●,●,●,●,●,●,●,
李天讚,,,,●,●,●,●,●,,,
李宜靜,,,,●,●,●,,,,,
李莊秋霞,,,,,●,●,,,,,
李思儀,,,,●,,●,,,,,
正昌食品有限公司,,,,●,,●,●,,,,
建業雜糧行,48831784,臺北市大同區哈密街137號,http://gcis.nat.g0v.tw/id/48831784,,●,,,,,,
國豐商行(有)公司,,,,,●,●,,,,,
超比食品企業股份有限公司,84791870,新北市汐止區大同路1段302巷6號,http://gcis.nat.g0v.tw/id/84791870,,●,●,●,●,●,,
丹滿食品行,98919644,臺北市信義區吳興街99巷1號7樓,http://gcis.nat.g0v.tw/id/98919644,,●,,,,,,
萊成企業有限公司,,,,,●,,,,,,
馥品屋,,,,,●,●,●,,,,
鑫好企業有限公司,29084372,高雄市大樹區中山路３巷４７３號１樓,http://gcis.nat.g0v.tw/id/29084372,,●,●,●,●,●,●,
法蘭西四季烘培坊,,,,,●,●,●,,,,
康國行銷股份有限公司,22328970,臺北市中山區松江路125號10樓,http://gcis.nat.g0v.tw/id/22328970,,●,●,●,●,●,,
巧饌烘焙食品有限公司,80000185,桃園縣楊梅市大成路228號,http://gcis.nat.g0v.tw/id/80000185,,,●,,,,,
康百國際食品股份有限公司,27363216,新北市新莊區新北大道3段5號15樓之3,http://gcis.nat.g0v.tw/id/27363216,,,●,●,●,●,●,
陳維仁,,,,,,●,●,●,●,●,
明泰行,,,,,,●,,,,,
金億食品行,,,,,,,●,●,●,●,
明遠雜糧行,,,,,,,●,,,●,
法藍四季食品有限公司,29163805,新北市中和區板南路496號,http://gcis.nat.g0v.tw/id/29163805,,,,●,,,,
佛晨有限公司,53092274,臺北市中山區龍江路429巷8號1樓,http://gcis.nat.g0v.tw/id/53092274,,,,,,,●,
東東食品烘焙坊,21591993,新北市樹林區保安街１段１６巷８號,http://gcis.nat.g0v.tw/id/21591993,,,,●,●,,,
三商家購股份有限公司,28178576,,http://gcis.nat.g0v.tw/id/28178576,●,●,●,,,,,
維昌股份有限公司,22008575,臺北市中山區復興北路150號3樓,http://gcis.nat.g0v.tw/id/22008575,●,,,,,,,
大家發實業股份有限公司,80050683,新北市板橋區三民路1段101號,http://gcis.nat.g0v.tw/id/80050683,,,●,,,,,
布列德麵包股份有限公司,54172330,臺北市中山區松江路125號6樓,http://gcis.nat.g0v.tw/id/54172330,,,,,,●,●,
品坊商行,,,,,,●,●,,,,
林秀雄,05501398,臺北市文山區木新路3段310巷16弄12號1樓,http://gcis.nat.g0v.tw/id/05501398,,,,●,,,,
一之軒食品有限公司,22751743,臺北市大安區師大路53號1樓,http://gcis.nat.g0v.tw/id/22751743,,,,,,,●,
鼎源企業行,21541684,新北市林口區東勢里麗園二街42巷34號,http://gcis.nat.g0v.tw/id/21541684,,,,●,●,,,
李志勇,,,,,,,●,●,,,
楊維仁,,,,,,,●,●,●,●,
君盛餐飲服務事業有限公司,,,,,,,●,,,,
沐新食品有限公司,24266970,新北市板橋區信義路165號,http://gcis.nat.g0v.tw/id/24266970,,,,●,●,●,●,
陳業資,,,,,,,●,●,●,●,
雙翼食品有限公司,25036878,新北市樹林區忠愛街3號2樓,http://gcis.nat.g0v.tw/id/25036878,,,,●,●,●,,
蘇明珊,,,,,,,●,●,●,●,
東稻股份有限公司,27558042,新北市新莊區三和路37之2號,http://gcis.nat.g0v.tw/id/27558042,,,,,●,,,
黃金森,,,,,,,,●,,,
壯元食品有限公司,,,,,,,,,●,,
強鮮股份有限公司,27987923,新北市中和區中山路2段351號4樓之6,http://gcis.nat.g0v.tw/id/27987923,,,,●,●,●,,
捷希行銷股份有限公司,80177459,臺北市信義區基隆路1段159號6樓,http://gcis.nat.g0v.tw/id/80177459,,,,●,●,●,●,
棋美點心屋,15548203,新北市板橋區大觀路３段１９３號,http://gcis.nat.g0v.tw/id/15548203,,,,,●,●,,
林明祈,,,,,,,●,●,●,,
林明朗,01652726,臺北市南港區南港路2段204號2樓,http://gcis.nat.g0v.tw/id/01652726,,,,●,●,●,,
林明田,,,,,,,●,●,●,,
協呈食品股份有限公司,28578307,新竹市北區民富里延平路1段152號,http://gcis.nat.g0v.tw/id/28578307,,,,●,●,,,
輝利食品行,,,,,,,●,●,,,
蘇裔仁,,,,,,,,●,●,●,
德旭食品有限公司,24487811,新北市汐止區江北里汐萬路1段246號,http://gcis.nat.g0v.tw/id/24487811,,,,,●,●,●,
阪屋食品股份有限公司,96987342,臺北市信義區基隆路1段186號6樓之6,http://gcis.nat.g0v.tw/id/96987342,,,,,●,,,
亞美食品有限公司,80016068,新北市土城區承天路71巷4弄3號及5號1樓,http://gcis.nat.g0v.tw/id/80016068,,,,,●,,,
日鴻食品有限公司,53417131,新北市板橋區和平里和平路15號2樓,http://gcis.nat.g0v.tw/id/53417131,,,,,●,,,
乾杯股份有限公司,,,,,,,,●,,,
三商行股份有限公司,,,,,,,,,,●,
藍海國際餐飲股份有限公司,27730677,新北市五股區興珍里五工六路24號(1樓),http://gcis.nat.g0v.tw/id/27730677,,,,,●,●,,
乾杯一風堂股份有限公司,53697365,新北市樹林區三俊街280號,http://gcis.nat.g0v.tw/id/53697365,,,,,●,●,●,
湘鄉食品有限公司,,,,,,,,●,●,,
齊朋股份有限公司,28741758,新北市中和區連城路222巷8弄3號3樓,http://gcis.nat.g0v.tw/id/28741758,,,,,●,,,
盈客有限公司,53110033,臺北市士林區天母北路9巷2號地下,http://gcis.nat.g0v.tw/id/53110033,,,,,●,,,
馥品屋烘焙原料店,30273415,新北市樹林區大安路173號,http://gcis.nat.g0v.tw/id/30273415,,,,,●,●,,
吳建裕,,,,,,,,●,,,
林溪泉,,,,,,,,●,,,
豐碩食品有限公司,53208015,新北市土城區員仁里中央路2段390巷6號,http://gcis.nat.g0v.tw/id/53208015,,,,,,●,●,
大快食品有限公司,29164065,新北市深坑區北深路3段155巷29號5樓,http://gcis.nat.g0v.tw/id/29164065,,,,,●,,,
幸味村有限公司,28180094,臺北市內湖區民權東路6段160號5樓,http://gcis.nat.g0v.tw/id/28180094,,,,,●,,,
永康餐飲股份有限公司,53540738,臺北市內湖區陽光街345巷6號3樓,http://gcis.nat.g0v.tw/id/53540738,,,,,●,●,,
創新美味股份有限公司,53930095,臺北市中正區羅斯福路3段284巷11號1樓,http://gcis.nat.g0v.tw/id/53930095,,,,,●,,,
李勝育,,,,,,,,,●,,
龍珍食品有限公司,,,,,,,,,●,,
老字號小吃店,48976660,臺北市大安區仁愛路4段69號,http://gcis.nat.g0v.tw/id/48976660,,,,,,●,●,
李丞仁,,,,,,,,,●,,
陳仲凱,,,,,,,,,●,,
巧之軒烘焙坊,,,,,,,,,●,,
新義興餅舖,14653071,新北市淡水區水碓街４６巷９號５樓（現場僅供辦公室使用）,http://gcis.nat.g0v.tw/id/14653071,,,,,,,●,
瑪莉亞食品有限公司,86366457,新北市永和區竹林路二二九號一樓,http://gcis.nat.g0v.tw/id/86366457,,,,,,●,,
鴻華食品有限公司,29090141,新北市永和區成功路2段211巷6號1樓,http://gcis.nat.g0v.tw/id/29090141,,,,,,●,●,
金筆食品有限公司,,,,,,,,,,●,
鈺宏食品有限公司,53412987,新北市樹林區三俊街85巷6號,http://gcis.nat.g0v.tw/id/53412987,,,,,,,●,
力遠貿易股份有限公司,27566325,臺北市內湖區民權東路6段90巷31弄5號,http://gcis.nat.g0v.tw/id/27566325,,,,●,,,,
大悟實業有限公司,24253308,桃園縣龜山鄉自強東路145號,http://gcis.nat.g0v.tw/id/24253308,,●,,●,,,,
崧泉有限公司,,,,●,●,●,●,●,●,●,●
乖乖股份有限公司,04217017,桃園縣中壢市東園路48號,http://gcis.nat.g0v.tw/id/04217017,●,●,●,●,●,●,,
富煒團膳有限公司,80705682,桃園縣楊梅市中山里4鄰環東路293號,http://gcis.nat.g0v.tw/id/80705682,,,,●,●,,,
加大商行,99217889,宜蘭縣員山鄉員山村復興路一五一號一樓,http://gcis.nat.g0v.tw/id/99217889,●,●,●,●,●,●,●,●
銘新食品企業有限公司,80208002,桃園縣楊梅市仁美里仁平路27巷17號1樓,http://gcis.nat.g0v.tw/id/80208002,,●,●,●,,,,
銘新食品企業有限公司,80208002,桃園縣楊梅市仁美里仁平路27巷17號1樓,http://gcis.nat.g0v.tw/id/80208002,●,,,,,,,
潤泰創新國際股份有限公司八德分公司,,,,●,●,●,●,,,,
大潤發流通事業(股)公司平鎮分公司,,,,●,●,●,●,●,●,●,●
大潤發流通事業(股)公司中壢分公司,,,,●,●,●,●,●,●,●,●
台威食品有限公司,89528701,桃園縣龜山鄉嶺頂村東萬壽路311巷2號,http://gcis.nat.g0v.tw/id/89528701,●,●,●,,,,,
大潤發流通事業（股）公司桃園中華分公司,,,,●,●,●,,,,,
沅益食品有限公司,16728983,桃園縣八德市大湳里和成路47號,http://gcis.nat.g0v.tw/id/16728983,●,,,,,,,
逸馨園有限公司,16419810,桃園縣龜山鄉大同村大同路356巷33弄18號,http://gcis.nat.g0v.tw/id/16419810,●,,,,,,,
安佳企業社,,,,,●,,●,,●,,
御廚房食品有限公司,27646159,桃園縣龜山鄉南上村民生北路一段２巷８弄８號１樓,http://gcis.nat.g0v.tw/id/27646159,,●,,●,●,●,●,
乙馨食品行,02659424,桃園縣平鎮市建安里快速路二段六一六巷六號一樓,http://gcis.nat.g0v.tw/id/02659424,,,,,●,,,
乙馨食品行,02659424,桃園縣平鎮市建安里快速路二段六一六巷六號一樓,http://gcis.nat.g0v.tw/id/02659424,●,●,●,●,,,,
尚津實業有限公司,27610390,桃園縣桃園市廈門街61巷1之1號2樓,http://gcis.nat.g0v.tw/id/27610390,,●,●,●,●,●,,
游昌盛,,,,,●,,,,,,
陳健全,,,,,,●,,,,,
唐門食品有限公司,27304152,桃園縣楊梅市永平路539號,http://gcis.nat.g0v.tw/id/27304152,,,●,●,●,,,
祥龍食品有限公司,25155732,桃園縣楊梅市永寧里環南路109巷4號6樓,http://gcis.nat.g0v.tw/id/25155732,,,,,●,,,
大潤發流通事業股份有限公司八德分公司,,,,,,,●,●,●,●,
昇陽肉鬆行,,,,,,,●,●,,,
梁世鴻,,,,,,,●,●,●,,
金總合食材有限公司,53308133,桃園縣桃園市民族路236號4樓之4,http://gcis.nat.g0v.tw/id/53308133,,,,●,●,●,,
豪而昇國際食品有限公司,16193622,桃園縣中壢市永光里民權路3段334巷46號1樓,http://gcis.nat.g0v.tw/id/16193622,,,,,●,,,
米吉屋團膳有限公司,53263179,桃園縣中壢市過嶺里福祥路259巷3號,http://gcis.nat.g0v.tw/id/53263179,,,,,●,●,,
均廣定有限公司,16712595,桃園縣龍潭鄉華南路一段102號,http://gcis.nat.g0v.tw/id/16712595,,,,,●,●,●,
沅裕商行,09632301,桃園縣大園鄉田心村和平西路７５之３號２樓,http://gcis.nat.g0v.tw/id/09632301,,,,,●,●,●,
超秦企業股份有限公司,02634682,桃園縣桃園市永安路1063號,http://gcis.nat.g0v.tw/id/02634682,,,,,,●,,
超秦企業股份有限公司,02634682,桃園縣桃園市永安路1063號,http://gcis.nat.g0v.tw/id/02634682,,,,,●,,,
富莨行,,,,,,,,●,●,●,
艾佳食品原料行,,,,,,,,●,●,,
漢雅食品有限公司,,,,,,,,,●,,
沅富食品有限公司,54261425,桃園縣大園鄉三石村三和路64巷3弄11號,http://gcis.nat.g0v.tw/id/54261425,,,,,,●,,
紅榜股份有限公司,54257484,桃園縣平鎮市快速路2段616巷6號,http://gcis.nat.g0v.tw/id/54257484,,,,,,●,●,
